system:index,latitude,longitude,occurrence,point_id,.geo
528_0,41.38587921279264,2.165254245077449,0,369.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.165254245077449,41.38587921279264]}"
530_0,41.43762217315792,2.0784769886315075,0,370.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0784769886315075,41.43762217315792]}"
533_0,41.445707010715,2.1811544256063655,0,371.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1811544256063655,41.445707010715]}"
534_0,41.39261657742353,2.073356591512038,0,372.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.073356591512038,41.39261657742353]}"
536_0,41.33871766037636,2.1291419706558656,0,373.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1291419706558656,41.33871766037636]}"
537_0,41.43977812983981,2.109738360518861,0,374.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.109738360518861,41.43977812983981]}"
538_0,41.47723787718759,2.0477546059146334,0,375.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0477546059146334,41.47723787718759]}"
539_0,41.42333896014042,2.0598818622502506,0,376.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0598818622502506,41.42333896014042]}"
540_0,41.352192389638155,2.1056959417403505,0,377.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1056959417403505,41.352192389638155]}"
545_0,41.45217488076066,2.2423296964549024,0,378.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2423296964549024,41.45217488076066]}"
547_0,41.43573571106127,2.1019230175470227,0,379.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1019230175470227,41.43573571106127]}"
548_0,41.38992163157118,2.1299504544115564,0,380.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1299504544115564,41.38992163157118]}"
550_0,41.473734447579524,2.113241790126949,0,381.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.113241790126949,41.473734447579524]}"
551_0,41.4847837255742,2.184118866043974,0,382.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.184118866043974,41.4847837255742]}"
552_0,41.40070141498061,2.06527175395496,0,383.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06527175395496,41.40070141498061]}"
553_0,41.38803516947452,2.0412867358689653,0,384.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0412867358689653,41.38803516947452]}"
554_0,41.44166459193646,2.0601513568354903,0,385.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0601513568354903,41.44166459193646]}"
555_0,41.47346495299429,2.0752430536086877,0,386.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0752430536086877,41.47346495299429]}"
556_0,41.41983553053235,2.229932945534074,0,387.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.229932945534074,41.41983553053235]}"
557_0,41.43384924896462,2.0507190463522136,0,388.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0507190463522136,41.43384924896462]}"
560_0,41.475620909676174,2.1048874579846313,0,389.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1048874579846313,41.475620909676174]}"
561_0,41.36809257016707,2.1445031620143027,0,390.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1445031620143027,41.36809257016707]}"
562_0,41.37159599977514,2.0623073135173513,0,391.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0623073135173513,41.37159599977514]}"
563_0,41.486939682256086,2.0949161583309035,0,392.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0949161583309035,41.486939682256086]}"
564_0,41.45810376163585,2.1143197684678796,0,393.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1143197684678796,41.45810376163585]}"
565_0,41.31985303940985,2.106504425496041,0,394.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.106504425496041,41.31985303940985]}"
567_0,41.428459357259904,2.195437638623872,0,395.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.195437638623872,41.428459357259904]}"
568_0,41.469961523386225,2.1585168804465695,0,396.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1585168804465695,41.469961523386225]}"
569_0,41.441125602765986,2.1984020790614807,0,397.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1984020790614807,41.441125602765986]}"
571_0,41.47077000714193,2.141269226991483,0,398.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.141269226991483,41.47077000714193]}"
574_0,41.46618859919292,2.1296809598263167,0,399.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1296809598263167,41.46618859919292]}"
577_0,41.42387794931089,2.0283509957776573,0,400.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0283509957776573,41.42387794931089]}"
578_0,41.49960592776217,2.1973241007205218,0,401.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1973241007205218,41.49960592776217]}"
579_0,41.43977812983981,2.2261600213407746,0,402.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2261600213407746,41.43977812983981]}"
580_0,41.329285349893105,2.0547614651307526,0,403.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0547614651307526,41.329285349893105]}"
581_0,41.34922794920056,2.117553703490728,0,404.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.117553703490728,41.34922794920056]}"
585_0,41.37159599977514,2.1129722955417094,0,405.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1129722955417094,41.37159599977514]}"
586_0,41.350305927541505,2.088717782870475,0,406.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.088717782870475,41.350305927541505]}"
587_0,41.356234808416694,2.1356098407015054,0,407.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1356098407015054,41.356234808416694]}"
589_0,41.39504202869065,2.151510021230422,0,408.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.151510021230422,41.39504202869065]}"
590_0,41.41255917673099,2.1048874579846313,0,409.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1048874579846313,41.41255917673099]}"
591_0,41.463224158755324,2.103539985058461,0,410.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.103539985058461,41.463224158755324]}"
592_0,41.45810376163585,2.088717782870475,0,411.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.088717782870475,41.45810376163585]}"
593_0,41.35111441129721,2.1137807792974,0,412.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1137807792974,41.35111441129721]}"
594_0,41.31931405023938,2.0787464832167473,0,413.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0787464832167473,41.31931405023938]}"
597_0,41.397467479957776,2.127255508559216,0,414.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.127255508559216,41.397467479957776]}"
599_0,41.39504202869065,2.0687751835630195,0,415.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0687751835630195,41.39504202869065]}"
600_0,41.41498462799811,2.0283509957776573,0,416.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0283509957776573,41.41498462799811]}"
601_0,41.4705005125567,2.1102773496893406,0,417.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1102773496893406,41.4705005125567]}"
603_0,41.44462903237405,2.0841363749214565,0,418.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0841363749214565,41.44462903237405]}"
604_0,41.47912433928424,2.2679316820523354,0,419.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2679316820523354,41.47912433928424]}"
605_0,41.49744997108028,2.10946886593365,0,420.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.10946886593365,41.49744997108028]}"
608_0,41.3389871549616,2.1315674219229663,0,421.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1315674219229663,41.3389871549616]}"
609_0,41.40097090956584,2.1439641728438232,0,422.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1439641728438232,41.40097090956584]}"
610_0,41.41498462799811,2.142616699917653,0,423.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.142616699917653,41.41498462799811]}"
612_0,41.358121270513344,2.095455147501383,0,424.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.095455147501383,41.358121270513344]}"
613_0,41.448940945737824,2.1803459418506748,0,425.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1803459418506748,41.448940945737824]}"
614_0,41.34033462788778,2.029159479533348,0,426.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.029159479533348,41.34033462788778]}"
615_0,41.30503083722188,2.1102773496893406,0,427.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1102773496893406,41.30503083722188]}"
616_0,41.497180476495046,2.15824738586133,0,428.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.15824738586133,41.497180476495046]}"
617_0,41.381028310258394,2.1577083966908503,0,429.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1577083966908503,41.381028310258394]}"
618_0,41.40097090956584,2.1854663389701443,0,430.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1854663389701443,41.40097090956584]}"
620_0,41.404204844588676,2.171991609708357,0,431.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.171991609708357,41.404204844588676]}"
621_0,41.49421603605745,2.29649810808732,0,432.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.29649810808732,41.49421603605745]}"
622_0,41.478315855528535,2.1275250031444273,0,433.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1275250031444273,41.478315855528535]}"
623_0,41.46942253421575,2.2601163390804686,0,434.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2601163390804686,41.46942253421575]}"
624_0,41.397467479957776,2.0270035228514587,0,435.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0270035228514587,41.397467479957776]}"
625_0,41.474003942164764,2.280328432973164,0,436.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.280328432973164,41.474003942164764]}"
626_0,41.49556350898363,2.210259840811858,0,437.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.210259840811858,41.49556350898363]}"
627_0,41.48343625264802,2.221848107976996,0,438.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.221848107976996,41.48343625264802]}"
628_0,41.31554112604608,2.1194401655873776,0,439.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1194401655873776,41.31554112604608]}"
629_0,41.3675535809966,2.152587999571381,0,440.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.152587999571381,41.3675535809966]}"
633_0,41.37429094562749,2.1348013569458146,0,441.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1348013569458146,41.37429094562749]}"
634_0,41.40312686624773,2.0547614651307526,0,442.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0547614651307526,41.40312686624773]}"
635_0,41.33359726325688,2.0663497322958904,0,443.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0663497322958904,41.33359726325688]}"
637_0,41.44220358110693,2.0377833062609056,0,444.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0377833062609056,41.44220358110693]}"
638_0,41.37968083733221,2.049910562596523,0,445.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.049910562596523,41.37968083733221]}"
641_0,41.33386675784212,2.0588038839092917,0,446.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0588038839092917,41.33386675784212]}"
643_0,41.46915303963051,2.0701226564891897,0,447.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0701226564891897,41.46915303963051]}"
644_0,41.30152740761381,2.0426342087951355,0,448.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0426342087951355,41.30152740761381]}"
646_0,41.30125791302858,2.0493715734260434,0,449.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0493715734260434,41.30125791302858]}"
647_0,41.3923470828383,2.131836916508206,0,450.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.131836916508206,41.3923470828383]}"
648_0,41.49394654147221,2.2773639925355837,0,451.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2773639925355837,41.49394654147221]}"
651_0,41.36566711889995,2.1267165193887365,0,452.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1267165193887365,41.36566711889995]}"
652_0,41.47292596382382,2.126177530218257,0,453.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.126177530218257,41.47292596382382]}"
656_0,41.40636080127056,2.2032529815957105,0,454.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2032529815957105,41.40636080127056]}"
657_0,41.37402145104226,2.0469461221589142,0,455.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0469461221589142,41.37402145104226]}"
659_0,41.45918173997679,2.122943595195437,0,456.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.122943595195437,41.45918173997679]}"
660_0,41.45891224539155,2.2347838480683038,0,457.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2347838480683038,41.45891224539155]}"
661_0,41.438969646084104,2.091951717893295,0,458.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.091951717893295,41.438969646084104]}"
662_0,41.49098210103462,2.1528574941566205,0,459.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1528574941566205,41.49098210103462]}"
663_0,41.48936513352321,2.1781899851687854,0,460.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1781899851687854,41.48936513352321]}"
664_0,41.3322497903307,2.0604208514207016,0,461.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0604208514207016,41.3322497903307]}"
665_0,41.49421603605745,2.2641587578590077,0,462.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2641587578590077,41.49421603605745]}"
666_0,41.45055791324924,2.0728176023415585,0,463.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0728176023415585,41.45055791324924]}"
667_0,41.46564961002245,2.184118866043974,0,464.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.184118866043974,41.46564961002245]}"
668_0,41.428459357259904,2.212685292078959,0,465.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.212685292078959,41.428459357259904]}"
669_0,41.42306946555519,2.0838668803362452,0,466.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0838668803362452,41.42306946555519]}"
670_0,41.3818367940141,2.155552440008961,0,467.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.155552440008961,41.3818367940141]}"
671_0,41.453791848272076,2.0420952196246844,0,468.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0420952196246844,41.453791848272076]}"
672_0,41.45028841866401,2.182771393117804,0,469.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.182771393117804,41.45028841866401]}"
673_0,41.32147000692127,2.0771295157053373,0,470.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0771295157053373,41.32147000692127]}"
674_0,41.47157849089764,2.281406411314123,0,471.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.281406411314123,41.47157849089764]}"
675_0,41.34329906832537,2.0658107431254393,0,472.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0658107431254393,41.34329906832537]}"
677_0,41.38453173986646,2.0655412485401996,0,473.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0655412485401996,41.38453173986646]}"
678_0,41.37240448353084,2.070661645659669,0,474.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.070661645659669,41.37240448353084]}"
680_0,41.45433083744254,2.025117060754809,0,475.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.025117060754809,41.45433083744254]}"
681_0,41.41767957385047,2.2291244617783548,0,476.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2291244617783548,41.41767957385047]}"
683_0,41.3389871549616,2.1601338479579795,0,477.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1601338479579795,41.3389871549616]}"
684_0,41.48936513352321,2.1485455807928417,0,478.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1485455807928417,41.48936513352321]}"
686_0,41.428459357259904,2.228854967193115,0,479.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.228854967193115,41.428459357259904]}"
687_0,41.463224158755324,2.0989585771094426,0,480.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0989585771094426,41.463224158755324]}"
688_0,41.43007632477131,2.0491020788408036,0,481.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0491020788408036,41.43007632477131]}"
689_0,41.40393535000344,2.023500093243399,0,482.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.023500093243399,41.40393535000344]}"
691_0,41.39019112615641,2.0852143532624154,0,483.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0852143532624154,41.39019112615641]}"
693_0,41.41471513341288,2.1471981078666715,0,484.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1471981078666715,41.41471513341288]}"
694_0,41.401779393321554,2.0916822233080836,0,485.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0916822233080836,41.401779393321554]}"
695_0,41.49502451981316,2.118092692661179,0,486.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.118092692661179,41.49502451981316]}"
696_0,41.395581017861126,2.0941076745751843,0,487.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0941076745751843,41.395581017861126]}"
697_0,41.364319645973765,2.060959840591181,0,488.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.060959840591181,41.364319645973765]}"
698_0,41.47912433928424,2.2196921512951064,0,489.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2196921512951064,41.47912433928424]}"
699_0,41.494755025227924,2.174417060975486,0,490.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.174417060975486,41.494755025227924]}"
700_0,41.4780463609433,2.164715255906998,0,491.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.164715255906998,41.4780463609433]}"
702_0,41.49960592776217,2.210529335397098,0,492.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.210529335397098,41.49960592776217]}"
703_0,41.44166459193646,2.1307589381672756,0,493.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1307589381672756,41.44166459193646]}"
705_0,41.44840195656735,2.044251176306574,0,494.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.044251176306574,41.44840195656735]}"
706_0,41.34545502500726,2.1407302378210034,0,495.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1407302378210034,41.34545502500726]}"
707_0,41.38965213698594,2.0957246420866227,0,496.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0957246420866227,41.38965213698594]}"
708_0,41.48154979055136,2.2938031622349513,0,497.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2938031622349513,41.48154979055136]}"
710_0,41.46538011543721,2.0946466637456638,0,498.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0946466637456638,41.46538011543721]}"
711_0,41.35650430300193,2.0655412485401996,0,499.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0655412485401996,41.35650430300193]}"
712_0,41.418488057606176,2.2153802379313277,0,500.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2153802379313277,41.418488057606176]}"
714_0,41.45837325622108,2.034818865823297,0,501.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.034818865823297,41.45837325622108]}"
715_0,41.34249058456967,2.042364714209924,0,502.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.042364714209924,41.34249058456967]}"
716_0,41.459720729147264,2.0703921510744294,0,503.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0703921510744294,41.459720729147264]}"
718_0,41.37240448353084,2.049641068011283,0,504.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.049641068011283,41.37240448353084]}"
720_0,41.471847985482874,2.2595773499100176,0,505.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2595773499100176,41.471847985482874]}"
721_0,41.4780463609433,2.0900652557966453,0,506.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0900652557966453,41.4780463609433]}"
722_0,41.35084491671198,2.122943595195437,0,507.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.122943595195437,41.35084491671198]}"
724_0,41.383184266940276,2.180076447265435,0,508.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.180076447265435,41.383184266940276]}"
725_0,41.434657732720325,2.167949190929818,0,509.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.167949190929818,41.434657732720325]}"
727_0,41.41148119839004,2.182501898532564,0,510.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.182501898532564,41.41148119839004]}"
728_0,41.4427425702774,2.0305069524595183,0,511.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0305069524595183,41.4427425702774]}"
729_0,41.45648679412443,2.120787638513548,0,512.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.120787638513548,41.45648679412443]}"
730_0,41.49960592776217,2.169296663855988,0,513.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.169296663855988,41.49960592776217]}"
731_0,41.42279997096995,2.0655412485401996,0,514.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0655412485401996,41.42279997096995]}"
732_0,41.463493653340564,2.11081633885982,0,515.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.11081633885982,41.463493653340564]}"
733_0,41.397736974543015,2.0256560499252885,0,516.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0256560499252885,41.397736974543015]}"
736_0,41.45648679412443,2.103539985058461,0,517.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.103539985058461,41.45648679412443]}"
738_0,41.49421603605745,2.186813811896343,0,518.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.186813811896343,41.49421603605745]}"
739_0,41.47238697465335,2.0469461221589142,0,519.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0469461221589142,41.47238697465335]}"
740_0,41.46430213709627,2.24798908274488,0,520.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.24798908274488,41.46430213709627]}"
741_0,41.48747867142655,2.253378974449589,0,521.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.253378974449589,41.48747867142655]}"
742_0,41.45891224539155,2.0728176023415585,0,522.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0728176023415585,41.45891224539155]}"
744_0,41.35946874343952,2.127794497729667,0,523.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.127794497729667,41.35946874343952]}"
745_0,41.391269104497354,2.152318504986141,0,524.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.152318504986141,41.391269104497354]}"
747_0,41.3675535809966,2.1725305988788364,0,525.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1725305988788364,41.3675535809966]}"
748_0,41.457564772465375,2.117284208905488,0,526.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.117284208905488,41.457564772465375]}"
749_0,41.457295277880135,2.231549913045484,0,527.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.231549913045484,41.457295277880135]}"
750_0,41.30179690219905,2.0703921510744294,0,528.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0703921510744294,41.30179690219905]}"
753_0,41.464032642511036,2.120787638513548,0,529.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.120787638513548,41.464032642511036]}"
754_0,41.44220358110693,2.143425183673344,0,530.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.143425183673344,41.44220358110693]}"
755_0,41.428728851845136,2.226429515925986,0,531.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.226429515925986,41.428728851845136]}"
756_0,41.35839076509858,2.0232305986581594,0,532.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0232305986581594,41.35839076509858]}"
758_0,41.343568562910605,2.030776447044758,0,533.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.030776447044758,41.343568562910605]}"
762_0,41.4246864330666,2.206486916618559,0,534.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.206486916618559,41.4246864330666]}"
763_0,41.451635891590186,2.151510021230422,0,535.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.151510021230422,41.451635891590186]}"
764_0,41.319044555654145,2.145042151184782,0,536.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.145042151184782,41.319044555654145]}"
765_0,41.439239140669336,2.1447726565995424,0,537.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1447726565995424,41.439239140669336]}"
766_0,41.4810108013809,2.223195580903166,0,538.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.223195580903166,41.4810108013809]}"
767_0,41.40959473629339,2.1005755446208525,0,539.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1005755446208525,41.40959473629339]}"
769_0,41.488826144352736,2.087370309944305,0,540.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.087370309944305,41.488826144352736]}"
770_0,41.459451234562025,2.069314172733499,0,541.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.069314172733499,41.459451234562025]}"
771_0,41.354078851734805,2.077399010290577,0,542.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.077399010290577,41.354078851734805]}"
772_0,41.35731278675764,2.1162062305645293,0,543.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1162062305645293,41.35731278675764]}"
774_0,41.40474383375915,2.1315674219229663,0,544.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1315674219229663,41.40474383375915]}"
775_0,41.40528282292962,2.169566158441228,0,545.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.169566158441228,41.40528282292962]}"
776_0,41.45864275080632,2.178728974339265,0,546.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.178728974339265,41.45864275080632]}"
778_0,41.48640069308561,2.081710923654356,0,547.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.081710923654356,41.48640069308561]}"
779_0,41.33467524159782,2.085483847847655,0,548.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.085483847847655,41.33467524159782]}"
781_0,41.45891224539155,2.1162062305645293,0,549.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1162062305645293,41.45891224539155]}"
782_0,41.50014491693264,2.123213089780677,0,550.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.123213089780677,41.50014491693264]}"
784_0,41.48316675806278,2.2776334871208235,0,551.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.2776334871208235,41.48316675806278]}"
787_0,41.445168021544525,2.0976111041832723,0,552.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0976111041832723,41.445168021544525]}"
790_0,41.39800646912825,2.174417060975486,0,553.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.174417060975486,41.39800646912825]}"
791_0,41.469692028800985,2.1819629093620847,0,554.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.1819629093620847,41.469692028800985]}"
792_0,41.3570432921724,2.0965331258423134,0,555.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.0965331258423134,41.3570432921724]}"
793_0,41.438969646084104,2.06688872146637,0,556.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.06688872146637,41.438969646084104]}"
