Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08113 Manresa;0811302 Manresa distrito 02;0811302003 Manresa sección 02003;Renta neta media por persona;2023;16.481
08113 Manresa;0811302 Manresa distrito 02;0811302004 Manresa sección 02004;Renta neta media por persona;2023;18.699
08113 Manresa;0811302 Manresa distrito 02;0811302005 Manresa sección 02005;Renta neta media por persona;2023;15.861
08113 Manresa;0811302 Manresa distrito 02;0811302006 Manresa sección 02006;Renta neta media por persona;2023;14.481
08113 Manresa;0811302 Manresa distrito 02;0811302007 Manresa sección 02007;Renta neta media por persona;2023;15.932
08113 Manresa;0811302 Manresa distrito 02;0811302008 Manresa sección 02008;Renta neta media por persona;2023;14.280
08113 Manresa;0811302 Manresa distrito 02;0811302009 Manresa sección 02009;Renta neta media por persona;2023;12.418
08113 Manresa;0811302 Manresa distrito 02;0811302010 Manresa sección 02010;Renta neta media por persona;2023;18.177
08113 Manresa;0811302 Manresa distrito 02;0811302011 Manresa sección 02011;Renta neta media por persona;2023;17.292
08113 Manresa;0811302 Manresa distrito 02;0811302012 Manresa sección 02012;Renta neta media por persona;2023;19.120
08113 Manresa;0811302 Manresa distrito 02;0811302013 Manresa sección 02013;Renta neta media por persona;2023;13.455
08113 Manresa;0811302 Manresa distrito 02;0811302014 Manresa sección 02014;Renta neta media por persona;2023;14.739
08113 Manresa;0811303 Manresa distrito 03;;Renta neta media por persona;2023;12.878
08113 Manresa;0811303 Manresa distrito 03;0811303001 Manresa sección 03001;Renta neta media por persona;2023;11.933
08113 Manresa;0811303 Manresa distrito 03;0811303002 Manresa sección 03002;Renta neta media por persona;2023;12.156
08113 Manresa;0811303 Manresa distrito 03;0811303004 Manresa sección 03004;Renta neta media por persona;2023;12.642
08113 Manresa;0811303 Manresa distrito 03;0811303005 Manresa sección 03005;Renta neta media por persona;2023;13.836
08113 Manresa;0811303 Manresa distrito 03;0811303006 Manresa sección 03006;Renta neta media por persona;2023;12.635
08113 Manresa;0811304 Manresa distrito 04;;Renta neta media por persona;2023;15.994
08113 Manresa;0811304 Manresa distrito 04;0811304001 Manresa sección 04001;Renta neta media por persona;2023;13.830
08113 Manresa;0811304 Manresa distrito 04;0811304003 Manresa sección 04003;Renta neta media por persona;2023;13.397
08113 Manresa;0811304 Manresa distrito 04;0811304004 Manresa sección 04004;Renta neta media por persona;2023;17.338
08113 Manresa;0811304 Manresa distrito 04;0811304005 Manresa sección 04005;Renta neta media por persona;2023;15.613
08113 Manresa;0811304 Manresa distrito 04;0811304006 Manresa sección 04006;Renta neta media por persona;2023;14.716
08113 Manresa;0811304 Manresa distrito 04;0811304007 Manresa sección 04007;Renta neta media por persona;2023;16.289
08113 Manresa;0811304 Manresa distrito 04;0811304008 Manresa sección 04008;Renta neta media por persona;2023;15.265
08113 Manresa;0811304 Manresa distrito 04;0811304009 Manresa sección 04009;Renta neta media por persona;2023;14.585
08113 Manresa;0811304 Manresa distrito 04;0811304011 Manresa sección 04011;Renta neta media por persona;2023;13.556
08113 Manresa;0811304 Manresa distrito 04;0811304012 Manresa sección 04012;Renta neta media por persona;2023;15.044
08113 Manresa;0811304 Manresa distrito 04;0811304013 Manresa sección 04013;Renta neta media por persona;2023;14.985
08113 Manresa;0811304 Manresa distrito 04;0811304014 Manresa sección 04014;Renta neta media por persona;2023;20.369
08113 Manresa;0811304 Manresa distrito 04;0811304015 Manresa sección 04015;Renta neta media por persona;2023;18.736
08113 Manresa;0811305 Manresa distrito 05;;Renta neta media por persona;2023;13.916
08113 Manresa;0811305 Manresa distrito 05;0811305001 Manresa sección 05001;Renta neta media por persona;2023;11.804
08113 Manresa;0811305 Manresa distrito 05;0811305002 Manresa sección 05002;Renta neta media por persona;2023;10.515
08113 Manresa;0811305 Manresa distrito 05;0811305003 Manresa sección 05003;Renta neta media por persona;2023;14.899
08113 Manresa;0811305 Manresa distrito 05;0811305004 Manresa sección 05004;Renta neta media por persona;2023;13.325
08113 Manresa;0811305 Manresa distrito 05;0811305005 Manresa sección 05005;Renta neta media por persona;2023;13.536
08113 Manresa;0811305 Manresa distrito 05;0811305006 Manresa sección 05006;Renta neta media por persona;2023;13.244
08113 Manresa;0811305 Manresa distrito 05;0811305007 Manresa sección 05007;Renta neta media por persona;2023;12.003
08113 Manresa;0811305 Manresa distrito 05;0811305008 Manresa sección 05008;Renta neta media por persona;2023;16.853
08113 Manresa;0811305 Manresa distrito 05;0811305010 Manresa sección 05010;Renta neta media por persona;2023;13.187
08113 Manresa;0811305 Manresa distrito 05;0811305011 Manresa sección 05011;Renta neta media por persona;2023;13.758
08113 Manresa;0811305 Manresa distrito 05;0811305012 Manresa sección 05012;Renta neta media por persona;2023;13.059
08113 Manresa;0811305 Manresa distrito 05;0811305013 Manresa sección 05013;Renta neta media por persona;2023;15.441
08113 Manresa;0811305 Manresa distrito 05;0811305014 Manresa sección 05014;Renta neta media por persona;2023;14.723
08113 Manresa;0811305 Manresa distrito 05;0811305015 Manresa sección 05015;Renta neta media por persona;2023;13.329
08113 Manresa;0811305 Manresa distrito 05;0811305017 Manresa sección 05017;Renta neta media por persona;2023;18.321
08113 Manresa;0811305 Manresa distrito 05;0811305018 Manresa sección 05018;Renta neta media por persona;2023;14.801
08113 Manresa;0811306 Manresa distrito 06;;Renta neta media por persona;2023;13.047
08113 Manresa;0811306 Manresa distrito 06;0811306001 Manresa sección 06001;Renta neta media por persona;2023;9.812
08113 Manresa;0811306 Manresa distrito 06;0811306002 Manresa sección 06002;Renta neta media por persona;2023;16.527
08114 Martorell;;;Renta neta media por persona;2023;14.833
08114 Martorell;0811401 Martorell distrito 01;;Renta neta media por persona;2023;12.932
08114 Martorell;0811401 Martorell distrito 01;0811401001 Martorell sección 01001;Renta neta media por persona;2023;13.789
08114 Martorell;0811401 Martorell distrito 01;0811401002 Martorell sección 01002;Renta neta media por persona;2023;11.477
08114 Martorell;0811401 Martorell distrito 01;0811401003 Martorell sección 01003;Renta neta media por persona;2023;13.049
08114 Martorell;0811402 Martorell distrito 02;;Renta neta media por persona;2023;12.713
08114 Martorell;0811402 Martorell distrito 02;0811402003 Martorell sección 02003;Renta neta media por persona;2023;12.713
08114 Martorell;0811403 Martorell distrito 03;;Renta neta media por persona;2023;14.079
08114 Martorell;0811403 Martorell distrito 03;0811403002 Martorell sección 03002;Renta neta media por persona;2023;12.448
08114 Martorell;0811403 Martorell distrito 03;0811403004 Martorell sección 03004;Renta neta media por persona;2023;12.454
08114 Martorell;0811403 Martorell distrito 03;0811403005 Martorell sección 03005;Renta neta media por persona;2023;10.929
08114 Martorell;0811403 Martorell distrito 03;0811403006 Martorell sección 03006;Renta neta media por persona;2023;13.055
08114 Martorell;0811403 Martorell distrito 03;0811403007 Martorell sección 03007;Renta neta media por persona;2023;16.987
08114 Martorell;0811403 Martorell distrito 03;0811403008 Martorell sección 03008;Renta neta media por persona;2023;18.100
08114 Martorell;0811403 Martorell distrito 03;0811403010 Martorell sección 03010;Renta neta media por persona;2023;19.206
08114 Martorell;0811404 Martorell distrito 04;;Renta neta media por persona;2023;17.890
08114 Martorell;0811404 Martorell distrito 04;0811404001 Martorell sección 04001;Renta neta media por persona;2023;19.264
08114 Martorell;0811404 Martorell distrito 04;0811404002 Martorell sección 04002;Renta neta media por persona;2023;18.430
08114 Martorell;0811404 Martorell distrito 04;0811404003 Martorell sección 04003;Renta neta media por persona;2023;16.960
08114 Martorell;0811404 Martorell distrito 04;0811404004 Martorell sección 04004;Renta neta media por persona;2023;16.476
08115 Martorelles;;;Renta neta media por persona;2023;16.919
08115 Martorelles;0811501 Martorelles distrito 01;;Renta neta media por persona;2023;16.919
08115 Martorelles;0811501 Martorelles distrito 01;0811501001 Martorelles sección 01001;Renta neta media por persona;2023;15.265
08115 Martorelles;0811501 Martorelles distrito 01;0811501002 Martorelles sección 01002;Renta neta media por persona;2023;20.663
08115 Martorelles;0811501 Martorelles distrito 01;0811501003 Martorelles sección 01003;Renta neta media por persona;2023;15.270
08116 Masies de Roda, Les;;;Renta neta media por persona;2023;16.932
08116 Masies de Roda, Les;0811601 Masies de Roda, Les distrito 01;;Renta neta media por persona;2023;16.932
08116 Masies de Roda, Les;0811601 Masies de Roda, Les distrito 01;0811601001 Masies de Roda, Les sección 01001;Renta neta media por persona;2023;16.932
08117 Masies de Voltregà, Les;;;Renta neta media por persona;2023;16.761
08117 Masies de Voltregà, Les;0811701 Masies de Voltregà, Les distrito 01;;Renta neta media por persona;2023;16.818
08117 Masies de Voltregà, Les;0811701 Masies de Voltregà, Les distrito 01;0811701001 Masies de Voltregà, Les sección 01001;Renta neta media por persona;2023;16.818
08117 Masies de Voltregà, Les;0811702 Masies de Voltregà, Les distrito 02;;Renta neta media por persona;2023;16.597
08117 Masies de Voltregà, Les;0811702 Masies de Voltregà, Les distrito 02;0811702001 Masies de Voltregà, Les sección 02001;Renta neta media por persona;2023;16.597
08118 Masnou, El;;;Renta neta media por persona;2023;19.295
08118 Masnou, El;0811801 Masnou, El distrito 01;;Renta neta media por persona;2023;19.003
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801001 Masnou, El sección 01001;Renta neta media por persona;2023;22.754
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801002 Masnou, El sección 01002;Renta neta media por persona;2023;18.764
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801003 Masnou, El sección 01003;Renta neta media por persona;2023;18.900
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801004 Masnou, El sección 01004;Renta neta media por persona;2023;20.930
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801005 Masnou, El sección 01005;Renta neta media por persona;2023;18.211
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801006 Masnou, El sección 01006;Renta neta media por persona;2023;15.589
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801007 Masnou, El sección 01007;Renta neta media por persona;2023;16.984
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801008 Masnou, El sección 01008;Renta neta media por persona;2023;15.287
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801009 Masnou, El sección 01009;Renta neta media por persona;2023;18.958
08118 Masnou, El;0811801 Masnou, El distrito 01;0811801010 Masnou, El sección 01010;Renta neta media por persona;2023;21.731
08118 Masnou, El;0811802 Masnou, El distrito 02;;Renta neta media por persona;2023;19.963
08118 Masnou, El;0811802 Masnou, El distrito 02;0811802001 Masnou, El sección 02001;Renta neta media por persona;2023;21.777
08118 Masnou, El;0811802 Masnou, El distrito 02;0811802002 Masnou, El sección 02002;Renta neta media por persona;2023;22.837
08118 Masnou, El;0811802 Masnou, El distrito 02;0811802003 Masnou, El sección 02003;Renta neta media por persona;2023;17.220
08118 Masnou, El;0811802 Masnou, El distrito 02;0811802004 Masnou, El sección 02004;Renta neta media por persona;2023;18.571
08119 Masquefa;;;Renta neta media por persona;2023;15.641
08119 Masquefa;0811901 Masquefa distrito 01;;Renta neta media por persona;2023;15.641
08119 Masquefa;0811901 Masquefa distrito 01;0811901001 Masquefa sección 01001;Renta neta media por persona;2023;15.123
08119 Masquefa;0811901 Masquefa distrito 01;0811901002 Masquefa sección 01002;Renta neta media por persona;2023;16.478
08119 Masquefa;0811901 Masquefa distrito 01;0811901003 Masquefa sección 01003;Renta neta media por persona;2023;14.513
08119 Masquefa;0811901 Masquefa distrito 01;0811901004 Masquefa sección 01004;Renta neta media por persona;2023;16.714
08119 Masquefa;0811901 Masquefa distrito 01;0811901005 Masquefa sección 01005;Renta neta media por persona;2023;15.785
08119 Masquefa;0811901 Masquefa distrito 01;0811901006 Masquefa sección 01006;Renta neta media por persona;2023;15.494
08120 Matadepera;;;Renta neta media por persona;2023;26.720
08120 Matadepera;0812001 Matadepera distrito 01;;Renta neta media por persona;2023;26.720
08120 Matadepera;0812001 Matadepera distrito 01;0812001001 Matadepera sección 01001;Renta neta media por persona;2023;28.556
08120 Matadepera;0812001 Matadepera distrito 01;0812001002 Matadepera sección 01002;Renta neta media por persona;2023;24.142
08120 Matadepera;0812001 Matadepera distrito 01;0812001003 Matadepera sección 01003;Renta neta media por persona;2023;27.182
08120 Matadepera;0812001 Matadepera distrito 01;0812001004 Matadepera sección 01004;Renta neta media por persona;2023;26.916
08121 Mataró;;;Renta neta media por persona;2023;14.433
08121 Mataró;0812101 Mataró distrito 01;;Renta neta media por persona;2023;19.853
08121 Mataró;0812101 Mataró distrito 01;0812101001 Mataró sección 01001;Renta neta media por persona;2023;19.783
08121 Mataró;0812101 Mataró distrito 01;0812101002 Mataró sección 01002;Renta neta media por persona;2023;19.607
08121 Mataró;0812101 Mataró distrito 01;0812101003 Mataró sección 01003;Renta neta media por persona;2023;20.701
08121 Mataró;0812101 Mataró distrito 01;0812101004 Mataró sección 01004;Renta neta media por persona;2023;21.910
08121 Mataró;0812101 Mataró distrito 01;0812101005 Mataró sección 01005;Renta neta media por persona;2023;19.548
08121 Mataró;0812101 Mataró distrito 01;0812101006 Mataró sección 01006;Renta neta media por persona;2023;20.051
08121 Mataró;0812101 Mataró distrito 01;0812101007 Mataró sección 01007;Renta neta media por persona;2023;18.892
08121 Mataró;0812101 Mataró distrito 01;0812101009 Mataró sección 01009;Renta neta media por persona;2023;18.546
08121 Mataró;0812102 Mataró distrito 02;;Renta neta media por persona;2023;15.585
08121 Mataró;0812102 Mataró distrito 02;0812102001 Mataró sección 02001;Renta neta media por persona;2023;18.445
08121 Mataró;0812102 Mataró distrito 02;0812102002 Mataró sección 02002;Renta neta media por persona;2023;15.190
08121 Mataró;0812102 Mataró distrito 02;0812102003 Mataró sección 02003;Renta neta media por persona;2023;15.122
08121 Mataró;0812102 Mataró distrito 02;0812102004 Mataró sección 02004;Renta neta media por persona;2023;9.165
08121 Mataró;0812102 Mataró distrito 02;0812102005 Mataró sección 02005;Renta neta media por persona;2023;16.371
08121 Mataró;0812102 Mataró distrito 02;0812102007 Mataró sección 02007;Renta neta media por persona;2023;16.837
08121 Mataró;0812102 Mataró distrito 02;0812102008 Mataró sección 02008;Renta neta media por persona;2023;18.257
08121 Mataró;0812102 Mataró distrito 02;0812102009 Mataró sección 02009;Renta neta media por persona;2023;18.571
08121 Mataró;0812102 Mataró distrito 02;0812102010 Mataró sección 02010;Renta neta media por persona;2023;16.364
08121 Mataró;0812102 Mataró distrito 02;0812102011 Mataró sección 02011;Renta neta media por persona;2023;16.720
08121 Mataró;0812102 Mataró distrito 02;0812102012 Mataró sección 02012;Renta neta media por persona;2023;15.977
08121 Mataró;0812103 Mataró distrito 03;;Renta neta media por persona;2023;13.156
08121 Mataró;0812103 Mataró distrito 03;0812103001 Mataró sección 03001;Renta neta media por persona;2023;10.658
08121 Mataró;0812103 Mataró distrito 03;0812103002 Mataró sección 03002;Renta neta media por persona;2023;8.116
08121 Mataró;0812103 Mataró distrito 03;0812103003 Mataró sección 03003;Renta neta media por persona;2023;10.180
08121 Mataró;0812103 Mataró distrito 03;0812103004 Mataró sección 03004;Renta neta media por persona;2023;9.569
08121 Mataró;0812103 Mataró distrito 03;0812103005 Mataró sección 03005;Renta neta media por persona;2023;9.752
08121 Mataró;0812103 Mataró distrito 03;0812103006 Mataró sección 03006;Renta neta media por persona;2023;16.033
08121 Mataró;0812103 Mataró distrito 03;0812103007 Mataró sección 03007;Renta neta media por persona;2023;12.178
08121 Mataró;0812103 Mataró distrito 03;0812103008 Mataró sección 03008;Renta neta media por persona;2023;12.743
08121 Mataró;0812103 Mataró distrito 03;0812103009 Mataró sección 03009;Renta neta media por persona;2023;13.907
08121 Mataró;0812103 Mataró distrito 03;0812103010 Mataró sección 03010;Renta neta media por persona;2023;19.314
08121 Mataró;0812103 Mataró distrito 03;0812103011 Mataró sección 03011;Renta neta media por persona;2023;14.434
08121 Mataró;0812103 Mataró distrito 03;0812103012 Mataró sección 03012;Renta neta media por persona;2023;19.535
08121 Mataró;0812103 Mataró distrito 03;0812103013 Mataró sección 03013;Renta neta media por persona;2023;16.090
08121 Mataró;0812103 Mataró distrito 03;0812103014 Mataró sección 03014;Renta neta media por persona;2023;16.564
08121 Mataró;0812104 Mataró distrito 04;;Renta neta media por persona;2023;14.720
08121 Mataró;0812104 Mataró distrito 04;0812104001 Mataró sección 04001;Renta neta media por persona;2023;14.086
08121 Mataró;0812104 Mataró distrito 04;0812104002 Mataró sección 04002;Renta neta media por persona;2023;12.398
08121 Mataró;0812104 Mataró distrito 04;0812104003 Mataró sección 04003;Renta neta media por persona;2023;11.860
08121 Mataró;0812104 Mataró distrito 04;0812104004 Mataró sección 04004;Renta neta media por persona;2023;15.458
08121 Mataró;0812104 Mataró distrito 04;0812104005 Mataró sección 04005;Renta neta media por persona;2023;14.918
08121 Mataró;0812104 Mataró distrito 04;0812104006 Mataró sección 04006;Renta neta media por persona;2023;17.699
08121 Mataró;0812104 Mataró distrito 04;0812104007 Mataró sección 04007;Renta neta media por persona;2023;12.762
08121 Mataró;0812104 Mataró distrito 04;0812104008 Mataró sección 04008;Renta neta media por persona;2023;18.479
08121 Mataró;0812104 Mataró distrito 04;0812104009 Mataró sección 04009;Renta neta media por persona;2023;14.562
08121 Mataró;0812105 Mataró distrito 05;;Renta neta media por persona;2023;11.276
08121 Mataró;0812105 Mataró distrito 05;0812105001 Mataró sección 05001;Renta neta media por persona;2023;14.636
08121 Mataró;0812105 Mataró distrito 05;0812105002 Mataró sección 05002;Renta neta media por persona;2023;11.965
08121 Mataró;0812105 Mataró distrito 05;0812105003 Mataró sección 05003;Renta neta media por persona;2023;11.639
08121 Mataró;0812105 Mataró distrito 05;0812105004 Mataró sección 05004;Renta neta media por persona;2023;13.281
08121 Mataró;0812105 Mataró distrito 05;0812105005 Mataró sección 05005;Renta neta media por persona;2023;11.506
08121 Mataró;0812105 Mataró distrito 05;0812105006 Mataró sección 05006;Renta neta media por persona;2023;11.009
08121 Mataró;0812105 Mataró distrito 05;0812105007 Mataró sección 05007;Renta neta media por persona;2023;11.751
08121 Mataró;0812105 Mataró distrito 05;0812105008 Mataró sección 05008;Renta neta media por persona;2023;10.573
08121 Mataró;0812105 Mataró distrito 05;0812105009 Mataró sección 05009;Renta neta media por persona;2023;10.815
08121 Mataró;0812105 Mataró distrito 05;0812105010 Mataró sección 05010;Renta neta media por persona;2023;8.788
08121 Mataró;0812105 Mataró distrito 05;0812105011 Mataró sección 05011;Renta neta media por persona;2023;9.908
08121 Mataró;0812105 Mataró distrito 05;0812105012 Mataró sección 05012;Renta neta media por persona;2023;11.094
08121 Mataró;0812105 Mataró distrito 05;0812105013 Mataró sección 05013;Renta neta media por persona;2023;10.548
08121 Mataró;0812105 Mataró distrito 05;0812105015 Mataró sección 05015;Renta neta media por persona;2023;11.830
08121 Mataró;0812105 Mataró distrito 05;0812105016 Mataró sección 05016;Renta neta media por persona;2023;11.676
08121 Mataró;0812105 Mataró distrito 05;0812105017 Mataró sección 05017;Renta neta media por persona;2023;9.821
08121 Mataró;0812105 Mataró distrito 05;0812105019 Mataró sección 05019;Renta neta media por persona;2023;10.802
08121 Mataró;0812105 Mataró distrito 05;0812105020 Mataró sección 05020;Renta neta media por persona;2023;10.129
08121 Mataró;0812105 Mataró distrito 05;0812105021 Mataró sección 05021;Renta neta media por persona;2023;14.911
08121 Mataró;0812106 Mataró distrito 06;;Renta neta media por persona;2023;15.687
08121 Mataró;0812106 Mataró distrito 06;0812106001 Mataró sección 06001;Renta neta media por persona;2023;17.506
08121 Mataró;0812106 Mataró distrito 06;0812106002 Mataró sección 06002;Renta neta media por persona;2023;18.717
08121 Mataró;0812106 Mataró distrito 06;0812106003 Mataró sección 06003;Renta neta media por persona;2023;18.011
08121 Mataró;0812106 Mataró distrito 06;0812106004 Mataró sección 06004;Renta neta media por persona;2023;17.492
08121 Mataró;0812106 Mataró distrito 06;0812106005 Mataró sección 06005;Renta neta media por persona;2023;13.885
08121 Mataró;0812106 Mataró distrito 06;0812106006 Mataró sección 06006;Renta neta media por persona;2023;15.787
08121 Mataró;0812106 Mataró distrito 06;0812106007 Mataró sección 06007;Renta neta media por persona;2023;13.708
08121 Mataró;0812106 Mataró distrito 06;0812106008 Mataró sección 06008;Renta neta media por persona;2023;14.617
08121 Mataró;0812106 Mataró distrito 06;0812106009 Mataró sección 06009;Renta neta media por persona;2023;16.303
08121 Mataró;0812106 Mataró distrito 06;0812106010 Mataró sección 06010;Renta neta media por persona;2023;14.155
08121 Mataró;0812106 Mataró distrito 06;0812106011 Mataró sección 06011;Renta neta media por persona;2023;16.723
08121 Mataró;0812106 Mataró distrito 06;0812106012 Mataró sección 06012;Renta neta media por persona;2023;12.847
08121 Mataró;0812106 Mataró distrito 06;0812106013 Mataró sección 06013;Renta neta media por persona;2023;14.522
08121 Mataró;0812106 Mataró distrito 06;0812106014 Mataró sección 06014;Renta neta media por persona;2023;15.975
08122 Mediona;;;Renta neta media por persona;2023;14.609
08122 Mediona;0812201 Mediona distrito 01;;Renta neta media por persona;2023;14.609
08122 Mediona;0812201 Mediona distrito 01;0812201001 Mediona sección 01001;Renta neta media por persona;2023;14.609
08123 Molins de Rei;;;Renta neta media por persona;2023;18.316
08123 Molins de Rei;0812301 Molins de Rei distrito 01;;Renta neta media por persona;2023;17.578
08123 Molins de Rei;0812301 Molins de Rei distrito 01;0812301001 Molins de Rei sección 01001;Renta neta media por persona;2023;17.187
08123 Molins de Rei;0812301 Molins de Rei distrito 01;0812301002 Molins de Rei sección 01002;Renta neta media por persona;2023;18.252
08123 Molins de Rei;0812301 Molins de Rei distrito 01;0812301003 Molins de Rei sección 01003;Renta neta media por persona;2023;17.132
08123 Molins de Rei;0812302 Molins de Rei distrito 02;;Renta neta media por persona;2023;16.775
08123 Molins de Rei;0812302 Molins de Rei distrito 02;0812302001 Molins de Rei sección 02001;Renta neta media por persona;2023;17.386
08123 Molins de Rei;0812302 Molins de Rei distrito 02;0812302002 Molins de Rei sección 02002;Renta neta media por persona;2023;17.994
08123 Molins de Rei;0812302 Molins de Rei distrito 02;0812302003 Molins de Rei sección 02003;Renta neta media por persona;2023;14.986
08123 Molins de Rei;0812302 Molins de Rei distrito 02;0812302004 Molins de Rei sección 02004;Renta neta media por persona;2023;16.458
08123 Molins de Rei;0812303 Molins de Rei distrito 03;;Renta neta media por persona;2023;19.936
08123 Molins de Rei;0812303 Molins de Rei distrito 03;0812303001 Molins de Rei sección 03001;Renta neta media por persona;2023;18.243
08123 Molins de Rei;0812303 Molins de Rei distrito 03;0812303002 Molins de Rei sección 03002;Renta neta media por persona;2023;22.617
08123 Molins de Rei;0812303 Molins de Rei distrito 03;0812303003 Molins de Rei sección 03003;Renta neta media por persona;2023;21.877
08123 Molins de Rei;0812303 Molins de Rei distrito 03;0812303004 Molins de Rei sección 03004;Renta neta media por persona;2023;17.372
08123 Molins de Rei;0812304 Molins de Rei distrito 04;;Renta neta media por persona;2023;16.897
08123 Molins de Rei;0812304 Molins de Rei distrito 04;0812304001 Molins de Rei sección 04001;Renta neta media por persona;2023;16.897
08124 Mollet del Vallès;;;Renta neta media por persona;2023;15.241
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;;Renta neta media por persona;2023;14.703
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401001 Mollet del Vallès sección 01001;Renta neta media por persona;2023;14.401
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401002 Mollet del Vallès sección 01002;Renta neta media por persona;2023;14.218
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401003 Mollet del Vallès sección 01003;Renta neta media por persona;2023;13.309
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401004 Mollet del Vallès sección 01004;Renta neta media por persona;2023;17.708
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401005 Mollet del Vallès sección 01005;Renta neta media por persona;2023;14.471
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401006 Mollet del Vallès sección 01006;Renta neta media por persona;2023;14.253
08124 Mollet del Vallès;0812401 Mollet del Vallès distrito 01;0812401007 Mollet del Vallès sección 01007;Renta neta media por persona;2023;14.161
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;;Renta neta media por persona;2023;16.350
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402001 Mollet del Vallès sección 02001;Renta neta media por persona;2023;15.796
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402002 Mollet del Vallès sección 02002;Renta neta media por persona;2023;18.220
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402003 Mollet del Vallès sección 02003;Renta neta media por persona;2023;14.467
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402004 Mollet del Vallès sección 02004;Renta neta media por persona;2023;15.328
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402005 Mollet del Vallès sección 02005;Renta neta media por persona;2023;16.695
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402006 Mollet del Vallès sección 02006;Renta neta media por persona;2023;14.220
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402007 Mollet del Vallès sección 02007;Renta neta media por persona;2023;15.773
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402008 Mollet del Vallès sección 02008;Renta neta media por persona;2023;18.145
08124 Mollet del Vallès;0812402 Mollet del Vallès distrito 02;0812402009 Mollet del Vallès sección 02009;Renta neta media por persona;2023;19.076
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;;Renta neta media por persona;2023;14.829
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403001 Mollet del Vallès sección 03001;Renta neta media por persona;2023;14.057
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403002 Mollet del Vallès sección 03002;Renta neta media por persona;2023;13.931
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403003 Mollet del Vallès sección 03003;Renta neta media por persona;2023;16.710
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403004 Mollet del Vallès sección 03004;Renta neta media por persona;2023;16.018
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403005 Mollet del Vallès sección 03005;Renta neta media por persona;2023;19.279
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403006 Mollet del Vallès sección 03006;Renta neta media por persona;2023;9.097
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403007 Mollet del Vallès sección 03007;Renta neta media por persona;2023;13.049
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403008 Mollet del Vallès sección 03008;Renta neta media por persona;2023;14.373
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403009 Mollet del Vallès sección 03009;Renta neta media por persona;2023;14.789
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403010 Mollet del Vallès sección 03010;Renta neta media por persona;2023;15.249
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403011 Mollet del Vallès sección 03011;Renta neta media por persona;2023;15.372
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403012 Mollet del Vallès sección 03012;Renta neta media por persona;2023;14.667
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403013 Mollet del Vallès sección 03013;Renta neta media por persona;2023;16.246
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403014 Mollet del Vallès sección 03014;Renta neta media por persona;2023;15.610
08124 Mollet del Vallès;0812403 Mollet del Vallès distrito 03;0812403015 Mollet del Vallès sección 03015;Renta neta media por persona;2023;14.800
08125 Montcada i Reixac;;;Renta neta media por persona;2023;14.700
08125 Montcada i Reixac;0812501 Montcada i Reixac distrito 01;;Renta neta media por persona;2023;14.841
